LSID,Sample Type,Project,Destination,UKB Dispatch Date,Child Sample Type,Extraction Method,Child LSID,Child Volume,Child Concentration,RIN,Average Fragment Size,OD Ratio,QC Status,Returned to UKB,Child Sample Destroyed
1026687698,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026687713,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026687723,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026687724,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026687727,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026687735,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026687739,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026687767,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026688048,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026688369,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026688370,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026688402,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026688441,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026688455,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026688458,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026688460,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026685878,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026685884,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026685933,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026685950,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026685952,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026685956,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026685960,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026685964,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026685777,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026686080,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026686085,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026686087,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026686090,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026686092,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026686113,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026686114,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026688188,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026688197,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026688203,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026688216,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026688224,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026688229,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026688241,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026688248,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026687888,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026687889,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026687891,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026687896,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026687897,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026687901,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026687909,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026687913,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026685974,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026686015,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026686022,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026686028,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026686029,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026686031,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026686043,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026686046,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026459309,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026459412,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026459422,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026459425,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026459440,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026459462,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026459463,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026459465,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026459606,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026459608,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026459615,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026459616,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026459622,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026459629,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026459630,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026459631,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026459162,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026459229,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026459238,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026459244,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026459254,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026459258,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026459266,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026459267,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026458840,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026458845,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026458846,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026458849,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026458851,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026458852,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026458853,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026458868,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026458667,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026458673,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026458686,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026458699,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026458709,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026458711,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026458714,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026458725,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026458164,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026458170,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026458189,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026458190,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026458207,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026458221,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026458226,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026458240,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026460107,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026460109,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026460122,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026460136,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026460138,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026460142,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026460149,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026460153,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026003889,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026003895,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026003896,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026003906,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026003947,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026003957,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026003962,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026003964,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026001220,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026001226,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026001230,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026001233,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026001237,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026001239,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026001242,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026001243,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026026573,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026026576,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026026611,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026026618,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026026627,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026026628,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026026631,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026026634,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026029236,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026029261,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026029262,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026029271,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026029299,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026029300,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026029304,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026029308,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026024738,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026024741,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026024762,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026024763,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026024769,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026024786,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026024795,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1026024796,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1023484922,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1023492435,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1023492448,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1023492453,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1023492456,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1023492478,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1023492487,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1023492516,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1021799520,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1021799526,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1021799534,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1021799535,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1021799556,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1021799557,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1021799558,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1021799562,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1023495677,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1023495712,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1023495898,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1023497442,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1023497446,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1023497473,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1023497491,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1023497512,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1023495589,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1023497672,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1023501199,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1023501215,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1023501218,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1023501233,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1023501258,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1023501267,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1023497540,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1023499294,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1023501408,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1023501417,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1023501556,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1023501632,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1023501633,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1023501658,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1023497556,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1023501572,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1023501850,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1023502032,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1023502051,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
1023506983,RNA blood,Transcriptomics Pilot,Southampton,24/10/2018,RNA,QIAsymphony PAXgene Blood RNA Kit,,,,,,,,,
